"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2002";2904694;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2003";2898313;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2004";2893055;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2005";2888232;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2006";2882317;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2007";2878410;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2008";2877059;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2009";2876627;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2010";2917242;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2011";2916577;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2012";2914362;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2013";2909997;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2014";2908457;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2015";2904207;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2016";2903710;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2017";2902547;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2018";2901225;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"ogółem";"2019";;"osoba";"n";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2002";88132;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2003";88308;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2004";88378;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2005";88341;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2006";88501;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2007";88557;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2008";88848;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2009";89051;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2010";90506;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2011";90528;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2012";90420;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2013";90306;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2014";90346;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2015";90199;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2016";90180;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2017";90173;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2018";90200;"osoba";"";
0201000;"Powiat bolesławiecki";"ogółem";"ogółem";"2019";;"osoba";"n";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2002";106479;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2003";106015;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2004";105653;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2005";105210;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2006";104617;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2007";104303;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2008";103880;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2009";103636;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2010";106174;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2011";105762;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2012";105284;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2013";104613;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2014";104075;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2015";103349;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2016";102649;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2017";102077;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2018";101437;"osoba";"";
0202000;"Powiat dzierżoniowski";"ogółem";"ogółem";"2019";;"osoba";"n";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2002";87868;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2003";87718;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2004";87637;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2005";87669;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2006";87670;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2007";87584;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2008";87588;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2009";87712;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2010";90315;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2011";90249;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2012";90386;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2013";90302;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2014";90222;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2015";90205;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2016";89989;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2017";89933;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2018";89541;"osoba";"";
0203000;"Powiat głogowski";"ogółem";"ogółem";"2019";;"osoba";"n";
0204000;"Powiat górowski";"ogółem";"ogółem";"2002";36817;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2003";36764;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2004";36663;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2005";36607;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2006";36464;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2007";36418;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2008";36410;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2009";36317;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2010";36845;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2011";36730;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2012";36625;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2013";36391;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2014";36236;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2015";35940;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2016";35715;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2017";35473;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2018";35182;"osoba";"";
0204000;"Powiat górowski";"ogółem";"ogółem";"2019";;"osoba";"n";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2002";52634;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2003";52520;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2004";52344;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2005";52210;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2006";51970;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2007";51793;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2008";51761;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2009";51581;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2010";52809;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2011";52603;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2012";52356;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2013";52070;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2014";51796;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2015";51451;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2016";51176;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2017";50947;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2018";50545;"osoba";"";
0205000;"Powiat jaworski";"ogółem";"ogółem";"2019";;"osoba";"n";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2002";64083;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2003";64157;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2004";63967;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2005";63850;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2006";63711;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2007";63824;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2008";63757;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2009";63865;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2010";65234;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2011";65137;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2012";65129;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2013";65171;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2014";64969;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2015";64599;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2016";64395;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2017";64178;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2018";63855;"osoba";"";
0206000;"Powiat jeleniogórski";"ogółem";"ogółem";"2019";;"osoba";"n";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2002";47201;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2003";46989;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2004";46796;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2005";46633;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2006";46234;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2007";46004;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2008";45723;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2009";45562;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2010";46026;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2011";45835;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2012";45487;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2013";45039;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2014";44700;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2015";44402;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2016";44262;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2017";43999;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2018";43621;"osoba";"";
0207000;"Powiat kamiennogórski";"ogółem";"ogółem";"2019";;"osoba";"n";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2002";170208;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2003";169056;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2004";167995;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2005";167058;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2006";166036;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2007";165146;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2008";164434;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2009";163648;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2010";167697;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2011";166843;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2012";165948;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2013";164680;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2014";163672;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2015";162465;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2016";161452;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2017";160465;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2018";159337;"osoba";"";
0208000;"Powiat kłodzki";"ogółem";"ogółem";"2019";;"osoba";"n";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2002";53043;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2003";53002;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2004";53068;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2005";53007;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2006";53101;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2007";53251;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2008";53440;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2009";53618;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2010";54582;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2011";54744;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2012";54825;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2013";54869;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2014";55026;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2015";55051;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2016";55182;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2017";55233;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2018";55326;"osoba";"";
0209000;"Powiat legnicki";"ogółem";"ogółem";"2019";;"osoba";"n";
0210000;"Powiat lubański";"ogółem";"ogółem";"2002";57811;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2003";57572;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2004";57317;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2005";57188;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2006";56876;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2007";56624;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2008";56427;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2009";56085;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2010";57026;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2011";56732;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2012";56503;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2013";56117;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2014";55900;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2015";55533;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2016";55238;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2017";54991;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2018";54699;"osoba";"";
0210000;"Powiat lubański";"ogółem";"ogółem";"2019";;"osoba";"n";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2002";106405;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2003";106146;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2004";106041;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2005";105781;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2006";105502;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2007";105248;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2008";105248;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2009";105170;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2010";106973;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2011";106966;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2012";106818;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2013";106512;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2014";106433;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2015";106319;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2016";106355;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2017";106320;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2018";106254;"osoba";"";
0211000;"Powiat lubiński";"ogółem";"ogółem";"2019";;"osoba";"n";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2002";48708;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2003";48503;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2004";48491;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2005";48305;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2006";47909;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2007";47732;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2008";47516;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2009";47194;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2010";48072;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2011";47877;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2012";47661;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2013";47317;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2014";47014;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2015";46677;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2016";46527;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2017";46360;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2018";46059;"osoba";"";
0212000;"Powiat lwówecki";"ogółem";"ogółem";"2019";;"osoba";"n";
0213000;"Powiat milicki";"ogółem";"ogółem";"2002";36972;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2003";36929;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2004";36891;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2005";36915;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2006";36832;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2007";36823;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2008";36869;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2009";37036;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2010";37529;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2011";37529;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2012";37467;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2013";37320;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2014";37266;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2015";37213;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2016";37148;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2017";37125;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2018";37093;"osoba";"";
0213000;"Powiat milicki";"ogółem";"ogółem";"2019";;"osoba";"n";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2002";103145;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2003";103264;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2004";103231;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2005";103335;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2006";103338;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2007";103496;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2008";103782;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2009";104047;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2010";105320;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2011";105648;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2012";105954;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2013";106088;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2014";106311;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2015";106486;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2016";106794;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2017";106907;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2018";107062;"osoba";"";
0214000;"Powiat oleśnicki";"ogółem";"ogółem";"2019";;"osoba";"n";
0215000;"Powiat oławski";"ogółem";"ogółem";"2002";70829;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2003";70930;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2004";71073;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2005";71103;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2006";71222;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2007";71540;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2008";71908;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2009";72357;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2010";74696;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2011";75151;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2012";75528;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2013";75793;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2014";75953;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2015";76064;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2016";76329;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2017";76505;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2018";76595;"osoba";"";
0215000;"Powiat oławski";"ogółem";"ogółem";"2019";;"osoba";"n";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2002";61269;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2003";61060;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2004";61079;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2005";61144;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2006";61149;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2007";61331;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2008";61447;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2009";61622;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2010";62930;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2011";63121;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2012";63183;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2013";63240;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2014";63201;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2015";63057;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2016";63081;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2017";63017;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2018";62982;"osoba";"";
0216000;"Powiat polkowicki";"ogółem";"ogółem";"2019";;"osoba";"n";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2002";44685;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2003";44572;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2004";44409;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2005";44240;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2006";44134;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2007";43993;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2008";43984;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2009";43873;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2010";44760;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2011";44652;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2012";44547;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2013";44393;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2014";44274;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2015";44165;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2016";44052;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2017";44006;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2018";43773;"osoba";"";
0217000;"Powiat strzeliński";"ogółem";"ogółem";"2019";;"osoba";"n";
0218000;"Powiat średzki";"ogółem";"ogółem";"2002";48726;"osoba";"";
0218000;"Powiat średzki";"ogółem";"ogółem";"2003";48977;"osoba";"";
0218000;"Powiat średzki";"ogółem";"ogółem";"2004";49127;"osoba";"";
0218000;"Powiat średzki";"ogółem";"ogółem";"2005";49115;"osoba";"";
0218000;"Powiat średzki";"ogółem";"ogółem";"2006";49353;"osoba";"";
0218000;"Powiat średzki";"ogółem";"ogółem";"2007";49540;"osoba";"";
0218000;"Powiat średzki";"ogółem";"ogółem";"2008";49828;"osoba";"";
