"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2003";66675;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2004";66747;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2005";66802;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2006";66507;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2007";66375;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2008";66530;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2009";66557;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2010";66061;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2011";65784;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2012";65612;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2013";65255;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2014";65055;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2015";64788;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2016";64648;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2017";64354;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2018";63813;"osoba";"";
0664000;"Powiat m.Zamość";"ogółem";"ogółem";"2019";;"osoba";"n";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2002";1008196;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2003";1008786;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2004";1009168;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2005";1009198;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2006";1008520;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2007";1008481;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2008";1008962;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2009";1010047;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2010";1023215;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2011";1023158;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2012";1023317;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2013";1021470;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2014";1020307;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2015";1018075;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2016";1017376;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2017";1016832;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2018";1014548;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"ogółem";"2019";;"osoba";"n";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2002";63057;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2003";63830;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2004";64673;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2005";65301;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2006";65723;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2007";66172;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2008";66760;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2009";67443;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2010";68790;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2011";69396;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2012";70010;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2013";70376;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2014";70791;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2015";70929;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2016";71234;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2017";71438;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2018";71549;"osoba";"";
0801000;"Powiat gorzowski";"ogółem";"ogółem";"2019";;"osoba";"n";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2002";57181;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2003";56701;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2004";56813;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2005";56656;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2006";56325;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2007";56297;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2008";56193;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2009";56131;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2010";57110;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2011";56925;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2012";56751;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2013";56627;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2014";56235;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2015";55943;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2016";55759;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2017";55512;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2018";55245;"osoba";"";
0802000;"Powiat krośnieński";"ogółem";"ogółem";"2019";;"osoba";"n";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2002";58657;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2003";58538;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2004";58335;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2005";58402;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2006";58275;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2007";58279;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2008";58225;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2009";58250;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2010";58953;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2011";58846;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2012";58849;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2013";58697;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2014";58640;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2015";58496;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2016";58397;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2017";58249;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2018";58024;"osoba";"";
0803000;"Powiat międzyrzecki";"ogółem";"ogółem";"2019";;"osoba";"n";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2002";86884;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2003";86799;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2004";86793;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2005";86816;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2006";86768;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2007";86882;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2008";86881;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2009";86890;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2010";88170;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2011";88062;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2012";87984;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2013";87727;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2014";87524;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2015";87339;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2016";87127;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2017";86949;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2018";86634;"osoba";"";
0804000;"Powiat nowosolski";"ogółem";"ogółem";"2019";;"osoba";"n";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2002";46782;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2003";47091;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2004";46919;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2005";46811;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2006";46641;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2007";46551;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2008";46496;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2009";46413;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2010";47558;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2011";47498;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2012";47329;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2013";47318;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2014";47278;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2015";47275;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2016";47093;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2017";47068;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2018";47101;"osoba";"";
0805000;"Powiat słubicki";"ogółem";"ogółem";"2019";;"osoba";"n";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2002";50505;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2003";50372;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2004";50356;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2005";50262;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2006";50132;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2007";50072;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2008";49959;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2009";49789;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2010";50713;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2011";50686;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2012";50664;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2013";50418;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2014";50212;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2015";50061;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2016";49842;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2017";49701;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2018";49366;"osoba";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"ogółem";"2019";;"osoba";"n";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2002";35510;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2003";35449;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2004";35390;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2005";35431;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2006";35347;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2007";35349;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2008";35436;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2009";35492;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2010";36045;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2011";35924;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2012";35804;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2013";35768;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2014";35761;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2015";35596;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2016";35409;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2017";35351;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2018";35297;"osoba";"";
0807000;"Powiat sulęciński";"ogółem";"ogółem";"2019";;"osoba";"n";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2002";56216;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2003";56311;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2004";56213;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2005";56008;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2006";56111;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2007";56094;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2008";56026;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2009";56038;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2010";56762;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2011";56777;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2012";56666;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2013";56546;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2014";56415;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2015";56290;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2016";56204;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2017";56095;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2018";55840;"osoba";"";
0808000;"Powiat świebodziński";"ogółem";"ogółem";"2019";;"osoba";"n";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2002";87994;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2003";88377;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2004";88935;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2005";89442;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2006";89779;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2007";90389;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2008";90906;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2009";91638;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2010";93328;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2011";93749;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2012";94561;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2013";94919;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2014";94934;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2015";75219;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2016";75314;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2017";75558;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2018";75750;"osoba";"";
0809000;"Powiat zielonogórski";"ogółem";"ogółem";"2019";;"osoba";"n";
0810000;"Powiat żagański";"ogółem";"ogółem";"2002";83041;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2003";82819;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2004";82615;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2005";82423;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2006";82050;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2007";81946;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2008";81868;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2009";81658;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2010";82872;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2011";82433;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2012";82187;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2013";81803;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2014";81462;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2015";80997;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2016";80633;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2017";80114;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2018";79583;"osoba";"";
0810000;"Powiat żagański";"ogółem";"ogółem";"2019";;"osoba";"n";
0811000;"Powiat żarski";"ogółem";"ogółem";"2002";99772;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2003";99221;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2004";99093;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2005";99031;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2006";98884;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2007";98610;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2008";98443;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2009";98364;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2010";99992;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2011";99762;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2012";99446;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2013";99088;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2014";98625;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2015";98160;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2016";97783;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2017";97487;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2018";96876;"osoba";"";
0811000;"Powiat żarski";"ogółem";"ogółem";"2019";;"osoba";"n";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2002";38761;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2003";38768;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2004";38939;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2005";38978;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2006";38866;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2007";38906;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2008";39055;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2009";39055;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2010";39397;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2011";39349;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2012";39434;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2013";39434;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2014";39365;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2015";39297;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2016";39256;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2017";39196;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2018";39065;"osoba";"";
0812000;"Powiat wschowski";"ogółem";"ogółem";"2019";;"osoba";"n";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2002";125474;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2003";125780;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2004";125578;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2005";125416;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2006";125504;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2007";125411;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2008";125157;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2009";125383;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2010";124575;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2011";124554;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2012";124609;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2013";124344;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2014";124145;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2015";123762;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2016";123995;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2017";124295;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2018";123921;"osoba";"";
0861000;"Powiat m.Gorzów Wielkopolski";"ogółem";"ogółem";"2019";;"osoba";"n";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2002";118362;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2003";118730;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2004";118516;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2005";118221;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2006";118115;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2007";117523;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2008";117557;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2009";117503;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2010";118950;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2011";119197;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2012";119023;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2013";118405;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2014";118920;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2015";138711;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2016";139330;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2017";139819;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2018";140297;"osoba";"";
0862000;"Powiat m.Zielona Góra";"ogółem";"ogółem";"2019";;"osoba";"n";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2002";2607380;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2003";2597094;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2004";2587702;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2005";2577465;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2006";2566198;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2007";2555898;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2008";2548861;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2009";2541832;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2010";2542436;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2011";2533681;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2012";2524651;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2013";2513093;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2014";2504136;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2015";2493603;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2016";2485323;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2017";2476315;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2018";2466322;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"ogółem";"2019";;"osoba";"n";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2002";112323;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2003";112234;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2004";112279;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2005";112548;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2006";112633;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2007";112772;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2008";112985;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2009";112993;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2010";113038;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2011";113005;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2012";113173;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2013";113105;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2014";113238;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2015";112916;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2016";113004;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2017";113028;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2018";112997;"osoba";"";
1001000;"Powiat bełchatowski";"ogółem";"ogółem";"2019";;"osoba";"n";
