"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2007";18,46;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2008";17,71;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2009";15,08;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2010";12,46;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2011";13,54;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2012";11,09;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2013";10,59;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2014";9,73;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2015";9,12;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2016";9,48;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2017";8,64;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2018";8,31;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 tys. ludności";"2019";;"osoba";"n";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2002";14,1;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2003";13,3;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2004";15,2;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2005";13,7;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2006";12,8;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2007";13,9;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2008";13,3;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2009";13,6;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2010";12,6;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2011";13,9;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2012";13,1;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2013";12,3;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2014";11,8;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2015";12,2;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2016";12,5;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2017";11,5;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2018";11,1;"osoba";"";
1400000;"MAZOWIECKIE";"ofiary śmiertelne na 100 wypadków";"2019";;"osoba";"n";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2002";367,76;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2003";330,37;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2004";319,53;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2005";303,53;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2006";289,46;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2007";276,62;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2008";249,88;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2009";208,81;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2010";179,02;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2011";166,41;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2012";140,17;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2013";139,80;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2014";127,92;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2015";112,05;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2016";109,89;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2017";102,45;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2018";96,41;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 tys. pojazdów";"2019";;"osoba";"n";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2002";121,3;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2003";121,2;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2004";121,6;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2005";123,8;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2006";123,6;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2007";123,3;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2008";121,5;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2009";122,9;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2010";122,1;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2011";120,1;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2012";119,2;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2013";120,4;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2014";118,8;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2015";118,5;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2016";119,6;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2017";117,4;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2018";116,1;"osoba";"";
1400000;"MAZOWIECKIE";"ranni na 100 wypadków";"2019";;"osoba";"n";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2002";;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2003";;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2004";;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2005";;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2006";;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2007";;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2008";;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2009";;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2010";;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2011";144,6;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2012";124,3;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2013";142,5;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2014";148,5;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2015";101,4;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2016";119,2;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2017";92,4;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2018";107,4;"osoba";"";
1401000;"Powiat białobrzeski";"wypadki drogowe na 100 tys. ludności";"2019";;"osoba";"n";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2002";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2003";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2004";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2005";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2006";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2007";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2008";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2009";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2010";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2011";9,39;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2012";21,09;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2013";23,32;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2014";14,22;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2015";19,34;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2016";21,36;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2017";2,58;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2018";4,99;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. pojazdów";"2019";;"osoba";"n";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2002";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2003";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2004";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2005";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2006";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2007";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2008";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2009";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2010";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2011";8,85;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2012";20,71;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2013";23,74;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2014";14,85;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2015";20,87;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2016";23,84;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2017";2,98;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2018";5,96;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 tys. ludności";"2019";;"osoba";"n";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2002";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2003";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2004";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2005";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2006";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2007";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2008";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2009";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2010";;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2011";6,1;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2012";16,7;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2013";16,7;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2014";10,0;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2015";20,6;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2016";20,0;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2017";3,2;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2018";5,6;"osoba";"";
1401000;"Powiat białobrzeski";"ofiary śmiertelne na 100 wypadków";"2019";;"osoba";"n";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2002";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2003";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2004";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2005";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2006";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2007";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2008";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2009";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2010";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2011";197,28;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2012";168,70;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2013";201,17;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2014";176,36;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2015";110,51;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2016";152,17;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2017";121,32;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2018";117,36;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 tys. pojazdów";"2019";;"osoba";"n";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2002";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2003";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2004";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2005";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2006";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2007";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2008";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2009";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2010";;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2011";128,6;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2012";133,3;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2013";143,8;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2014";124,0;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2015";117,6;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2016";142,5;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2017";151,6;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2018";130,6;"osoba";"";
1401000;"Powiat białobrzeski";"ranni na 100 wypadków";"2019";;"osoba";"n";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2002";;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2003";;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2004";;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2005";;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2006";;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2007";;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2008";;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2009";;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2010";;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2011";76,5;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2012";64,6;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2013";63,7;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2014";38,5;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2015";30,9;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2016";36,6;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2017";43,3;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2018";67,9;"osoba";"";
1402000;"Powiat ciechanowski";"wypadki drogowe na 100 tys. ludności";"2019";;"osoba";"n";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2002";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2003";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2004";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2005";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2006";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2007";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2008";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2009";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2010";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2011";38,79;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2012";20,12;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2013";32,93;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2014";14,50;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2015";14,06;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2016";17,60;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2017";10,47;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2018";15,17;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. pojazdów";"2019";;"osoba";"n";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2002";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2003";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2004";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2005";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2006";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2007";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2008";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2009";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2010";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2011";26,22;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2012";14,24;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2013";24,15;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2014";11,01;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2015";11,05;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2016";14,40;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2017";8,88;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2018";13,36;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 tys. ludności";"2019";;"osoba";"n";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2002";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2003";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2004";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2005";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2006";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2007";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2008";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2009";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2010";;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2011";34,3;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2012";22,0;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2013";37,9;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2014";28,6;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2015";35,7;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2016";39,4;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2017";20,5;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2018";19,7;"osoba";"";
1402000;"Powiat ciechanowski";"ofiary śmiertelne na 100 wypadków";"2019";;"osoba";"n";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2002";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2003";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2004";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2005";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2006";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2007";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2008";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2009";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2010";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2011";122,85;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2012";105,23;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2013";88,32;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2014";43,51;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2015";30,94;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2016";33,85;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2017";51,03;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2018";68,28;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 tys. pojazdów";"2019";;"osoba";"n";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2002";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2003";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2004";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2005";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2006";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2007";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2008";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2009";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2010";;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2011";108,6;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2012";115,3;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2013";101,7;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2014";85,7;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2015";78,6;"osoba";"";
1402000;"Powiat ciechanowski";"ranni na 100 wypadków";"2016";75,8;"osoba";"";
