"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1004000;"Powiat łęczycki";"ranni na 100 tys. pojazdów";"2017";102,88;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 tys. pojazdów";"2018";101,12;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 tys. pojazdów";"2019";;"osoba";"n";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2002";;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2003";;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2004";;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2005";;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2006";;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2007";;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2008";;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2009";;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2010";;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2011";104,9;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2012";103,1;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2013";106,9;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2014";92,7;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2015";111,3;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2016";121,0;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2017";109,6;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2018";109,4;"osoba";"";
1004000;"Powiat łęczycki";"ranni na 100 wypadków";"2019";;"osoba";"n";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2002";;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2003";;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2004";;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2005";;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2006";;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2007";;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2008";;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2009";;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2010";;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2011";107,3;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2012";85,4;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2013";92,0;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2014";87,3;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2015";87,8;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2016";102,0;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2017";97,3;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2018";77,5;"osoba";"";
1005000;"Powiat łowicki";"wypadki drogowe na 100 tys. ludności";"2019";;"osoba";"n";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2002";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2003";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2004";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2005";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2006";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2007";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2008";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2009";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2010";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2011";24,41;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2012";18,06;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2013";13,25;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2014";15,83;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2015";19,66;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2016";13,62;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2017";10,63;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2018";12,91;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. pojazdów";"2019";;"osoba";"n";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2002";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2003";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2004";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2005";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2006";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2007";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2008";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2009";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2010";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2011";19,73;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2012";14,86;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2013";11,19;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2014";13,73;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2015";17,56;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2016";12,59;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2017";10,11;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2018";12,70;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 tys. ludności";"2019";;"osoba";"n";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2002";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2003";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2004";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2005";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2006";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2007";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2008";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2009";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2010";;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2011";18,4;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2012";17,4;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2013";12,2;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2014";15,7;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2015";20,0;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2016";12,3;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2017";10,4;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2018";16,4;"osoba";"";
1005000;"Powiat łowicki";"ofiary śmiertelne na 100 wypadków";"2019";;"osoba";"n";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2002";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2003";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2004";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2005";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2006";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2007";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2008";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2009";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2010";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2011";164,79;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2012";150,49;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2013";135,40;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2014";115,12;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2015";129,20;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2016";123,91;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2017";127,52;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2018";100,73;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 tys. pojazdów";"2019";;"osoba";"n";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2002";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2003";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2004";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2005";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2006";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2007";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2008";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2009";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2010";;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2011";124,1;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2012";144,9;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2013";124,3;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2014";114,3;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2015";131,4;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2016";112,3;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2017";124,7;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2018";127,9;"osoba";"";
1005000;"Powiat łowicki";"ranni na 100 wypadków";"2019";;"osoba";"n";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2002";;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2003";;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2004";;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2005";;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2006";;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2007";;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2008";;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2009";;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2010";;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2011";104,0;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2012";124,6;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2013";140,9;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2014";152,9;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2015";163,6;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2016";181,3;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2017";177,7;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2018";135,8;"osoba";"";
1006000;"Powiat łódzki wschodni";"wypadki drogowe na 100 tys. ludności";"2019";;"osoba";"n";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2002";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2003";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2004";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2005";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2006";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2007";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2008";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2009";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2010";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2011";9,82;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2012";20,85;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2013";14,58;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2014";24,59;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2015";21,92;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2016";11,35;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2017";21,97;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2018";18,04;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. pojazdów";"2019";;"osoba";"n";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2002";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2003";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2004";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2005";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2006";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2007";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2008";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2009";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2010";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2011";7,32;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2012";15,94;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2013";11,50;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2014";20,00;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2015";18,50;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2016";9,91;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2017";19,74;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2018";16,80;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 tys. ludności";"2019";;"osoba";"n";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2002";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2003";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2004";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2005";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2006";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2007";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2008";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2009";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2010";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2011";7,0;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2012";12,8;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2013";8,2;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2014";13,1;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2015";11,3;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2016";5,5;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2017";11,1;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2018";12,4;"osoba";"";
1006000;"Powiat łódzki wschodni";"ofiary śmiertelne na 100 wypadków";"2019";;"osoba";"n";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2002";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2003";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2004";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2005";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2006";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2007";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2008";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2009";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2010";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2011";180,76;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2012";200,91;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2013";231,51;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2014";209,04;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2015";244,52;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2016";265,94;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2017";252,63;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2018";198,44;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 tys. pojazdów";"2019";;"osoba";"n";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2002";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2003";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2004";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2005";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2006";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2007";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2008";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2009";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2010";;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2011";129,6;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2012";123,3;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2013";129,6;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2014";111,2;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2015";126,1;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2016";128,1;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2017";127,8;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2018";136,1;"osoba";"";
1006000;"Powiat łódzki wschodni";"ranni na 100 wypadków";"2019";;"osoba";"n";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2002";;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2003";;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2004";;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2005";;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2006";;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2007";;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2008";;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2009";;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2010";;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2011";118,3;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2012";112,3;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2013";114,1;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2014";93,7;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2015";95,4;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2016";102,2;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2017";96,1;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2018";112,1;"osoba";"";
1007000;"Powiat opoczyński";"wypadki drogowe na 100 tys. ludności";"2019";;"osoba";"n";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2002";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2003";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2004";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2005";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2006";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2007";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2008";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2009";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2010";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2011";22,36;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2012";13,85;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2013";21,13;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2014";11,19;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2015";9,02;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2016";13,84;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2017";18,55;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2018";19,62;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. pojazdów";"2019";;"osoba";"n";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. ludności";"2002";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. ludności";"2003";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. ludności";"2004";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. ludności";"2005";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. ludności";"2006";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. ludności";"2007";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. ludności";"2008";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. ludności";"2009";;"osoba";"";
1007000;"Powiat opoczyński";"ofiary śmiertelne na 100 tys. ludności";"2010";;"osoba";"";
